,critic_name,top_critic,critic_publication,review_icon,review_quote,review_link,date_published,season,language,pos_tag,wordnet_pos,review_quote_processed
161,Spencer Kornhaber,True,The Atlantic,fresh,"['old', 'dynamics', 'flip', 'long-gestating', 'character', 'studies', 'pay', 'feelings', 'geyser', 'surprising', 'places']",https://www.theatlantic.com/entertainment/archive/2018/08/tragedy-has-reinvigorated-better-call-saul/566861/?utm_source=feed,"Aug 7, 2018",4,en,"[('old', 'JJ'), ('dynamics', 'NNS'), ('flip', 'VBP'), ('long-gestating', 'JJ'), ('character', 'NN'), ('studies', 'NNS'), ('pay', 'VBP'), ('feelings', 'NNS'), ('geyser', 'VBP'), ('surprising', 'JJ'), ('places', 'NNS')]","[('old', 'a'), ('dynamics', 'n'), ('flip', 'v'), ('long-gestating', 'a'), ('character', 'n'), ('studies', 'n'), ('pay', 'v'), ('feelings', 'n'), ('geyser', 'v'), ('surprising', 'a'), ('places', 'n')]",old dynamic flip long-gestating character study pay feeling geyser surprising place
162,Matt Zoller Seitz,True,New York Magazine/Vulture,fresh,"['sad', 'beautiful', 'show', 'better', 'call', 'saul', 'lament', 'squandered', 'human', 'potential', 'cool', 'ever', 'use', 'word', 'like', '``', 'lament', ""''"", 'portrait', 'actions', 'consequences', 'goes', 'far', 'beyond', 'simplistic', 'finger', 'wagging']",http://www.vulture.com/2018/10/better-call-saul-season-4-finale-review.html,"Aug 6, 2018",4,en,"[('sad', 'JJ'), ('beautiful', 'NN'), ('show', 'NN'), ('better', 'RBR'), ('call', 'NN'), ('saul', 'JJ'), ('lament', 'NN'), ('squandered', 'VBD'), ('human', 'JJ'), ('potential', 'JJ'), ('cool', 'NN'), ('ever', 'RB'), ('use', 'RB'), ('word', 'NN'), ('like', 'IN'), ('``', '``'), ('lament', 'NN'), (""''"", ""''""), ('portrait', 'NN'), ('actions', 'NNS'), ('consequences', 'NNS'), ('goes', 'VBZ'), ('far', 'RB'), ('beyond', 'IN'), ('simplistic', 'JJ'), ('finger', 'NN'), ('wagging', 'VBG')]","[('sad', 'a'), ('beautiful', 'n'), ('show', 'n'), ('better', 'r'), ('call', 'n'), ('saul', 'a'), ('lament', 'n'), ('squandered', 'v'), ('human', 'a'), ('potential', 'a'), ('cool', 'n'), ('ever', 'r'), ('use', 'r'), ('word', 'n'), ('like', 'n'), ('``', 'n'), ('lament', 'n'), (""''"", 'n'), ('portrait', 'n'), ('actions', 'n'), ('consequences', 'n'), ('goes', 'v'), ('far', 'r'), ('beyond', 'n'), ('simplistic', 'a'), ('finger', 'n'), ('wagging', 'v')]",sad beautiful show well call saul lament squander human potential cool ever use word like `` lament '' portrait action consequence go far beyond simplistic finger wag
163,Brian Tallerico,True,RogerEbert.com,fresh,"['fascinating', 'watch', 'emotional', 'character-driven', 'drama', 'unfold', 'backdrop', 'battle', 'power', 'drug', 'trade', 'new', 'mexico', '...', 'nothing', 'feels', 'perfunctory', 'thrown', 'away', 'show', 'even', 'smallest', 'details']",https://www.rogerebert.com/demanders/amcs-masterful-better-call-saul-returns,"Aug 6, 2018",4,en,"[('fascinating', 'VBG'), ('watch', 'JJ'), ('emotional', 'JJ'), ('character-driven', 'JJ'), ('drama', 'NN'), ('unfold', 'JJ'), ('backdrop', 'NN'), ('battle', 'NN'), ('power', 'NN'), ('drug', 'NN'), ('trade', 'NN'), ('new', 'JJ'), ('mexico', 'NN'), ('...', ':'), ('nothing', 'NN'), ('feels', 'NNS'), ('perfunctory', 'VBP'), ('thrown', 'VBN'), ('away', 'RB'), ('show', 'VB'), ('even', 'RB'), ('smallest', 'JJS'), ('details', 'NNS')]","[('fascinating', 'v'), ('watch', 'a'), ('emotional', 'a'), ('character-driven', 'a'), ('drama', 'n'), ('unfold', 'a'), ('backdrop', 'n'), ('battle', 'n'), ('power', 'n'), ('drug', 'n'), ('trade', 'n'), ('new', 'a'), ('mexico', 'n'), ('...', 'n'), ('nothing', 'n'), ('feels', 'n'), ('perfunctory', 'v'), ('thrown', 'v'), ('away', 'r'), ('show', 'v'), ('even', 'r'), ('smallest', 'a'), ('details', 'n')]",fascinate watch emotional character-driven drama unfold backdrop battle power drug trade new mexico ... nothing feel perfunctory throw away show even small detail
164,Lili Loofbourow,True,Slate,fresh,"['scenes', 'drab', 'work', 'lovingly', 'filmed', 'come', 'away', 'convinced', 'making', 'classic', 'roll', 'would', 'feel', 'like', 'consummate', 'human', 'achievement']",https://slate.com/culture/2018/08/better-call-saul-season-4-is-still-thankfully-obsessed-with-the-mundane.html,"Aug 6, 2018",4,en,"[('scenes', 'NNS'), ('drab', 'VBP'), ('work', 'NN'), ('lovingly', 'RB'), ('filmed', 'VBD'), ('come', 'VB'), ('away', 'RB'), ('convinced', 'JJ'), ('making', 'VBG'), ('classic', 'JJ'), ('roll', 'NN'), ('would', 'MD'), ('feel', 'VB'), ('like', 'IN'), ('consummate', 'NN'), ('human', 'JJ'), ('achievement', 'NN')]","[('scenes', 'n'), ('drab', 'v'), ('work', 'n'), ('lovingly', 'r'), ('filmed', 'v'), ('come', 'v'), ('away', 'r'), ('convinced', 'a'), ('making', 'v'), ('classic', 'a'), ('roll', 'n'), ('would', 'n'), ('feel', 'v'), ('like', 'n'), ('consummate', 'n'), ('human', 'a'), ('achievement', 'n')]",scene drab work lovingly film come away convinced make classic roll would feel like consummate human achievement
165,Charles Bramesco,True,Guardian,fresh,"['gilligan', ""'s"", 'skill', 'storyteller', 'always', 'wriggle', 'corners', 'painted', 'mckean', ""'s"", 'departure', 'cast', 'turned', 'could', 'fatal', 'blow', 'opportunity', 'reflection', 'growth']",https://www.theguardian.com/tv-and-radio/2018/aug/06/better-call-saul-breaking-bad-vince-gilligan,"Aug 6, 2018",4,en,"[('gilligan', 'NN'), (""'s"", 'POS'), ('skill', 'NN'), ('storyteller', 'NN'), ('always', 'RB'), ('wriggle', 'JJ'), ('corners', 'NNS'), ('painted', 'VBD'), ('mckean', 'NN'), (""'s"", 'POS'), ('departure', 'NN'), ('cast', 'NN'), ('turned', 'VBD'), ('could', 'MD'), ('fatal', 'VB'), ('blow', 'JJ'), ('opportunity', 'NN'), ('reflection', 'NN'), ('growth', 'NN')]","[('gilligan', 'n'), (""'s"", 'n'), ('skill', 'n'), ('storyteller', 'n'), ('always', 'r'), ('wriggle', 'a'), ('corners', 'n'), ('painted', 'v'), ('mckean', 'n'), (""'s"", 'n'), ('departure', 'n'), ('cast', 'n'), ('turned', 'v'), ('could', 'n'), ('fatal', 'v'), ('blow', 'a'), ('opportunity', 'n'), ('reflection', 'n'), ('growth', 'n')]",gilligan 's skill storyteller always wriggle corner paint mckean 's departure cast turn could fatal blow opportunity reflection growth
166,Mark Dawidziak,False,Cleveland Plain Dealer,fresh,"['best', 'drama', 'currently', 'television', 'solid', 'consideration', 'honor', '...', 'unlike', 'many', 'dramas', 'better', 'call', 'saul', 'anything', 'static', 'dealing', 'character', 'development', 'actions', 'consequences', 'gilligan', ""'s"", 'world']",https://www.cleveland.com/tv-blog/index.ssf/2018/08/return_of_better_call_saul_well_worth_the_wait.html#incart_river_index,"Aug 6, 2018",4,en,"[('best', 'JJS'), ('drama', 'NN'), ('currently', 'RB'), ('television', 'NN'), ('solid', 'JJ'), ('consideration', 'NN'), ('honor', 'NN'), ('...', ':'), ('unlike', 'IN'), ('many', 'JJ'), ('dramas', 'VBP'), ('better', 'JJR'), ('call', 'NN'), ('saul', 'NN'), ('anything', 'NN'), ('static', 'JJ'), ('dealing', 'VBG'), ('character', 'NN'), ('development', 'NN'), ('actions', 'NNS'), ('consequences', 'NNS'), ('gilligan', 'VBP'), (""'s"", 'POS'), ('world', 'NN')]","[('best', 'a'), ('drama', 'n'), ('currently', 'r'), ('television', 'n'), ('solid', 'a'), ('consideration', 'n'), ('honor', 'n'), ('...', 'n'), ('unlike', 'n'), ('many', 'a'), ('dramas', 'v'), ('better', 'a'), ('call', 'n'), ('saul', 'n'), ('anything', 'n'), ('static', 'a'), ('dealing', 'v'), ('character', 'n'), ('development', 'n'), ('actions', 'n'), ('consequences', 'n'), ('gilligan', 'v'), (""'s"", 'n'), ('world', 'n')]",best drama currently television solid consideration honor ... unlike many dramas good call saul anything static deal character development action consequence gilligan 's world
167,Allison Keene,True,Collider,fresh,"['new', 'season', 'reminds', 'us', 'one', 'tv', ""'s"", 'precisely-crafted', 'dramas', 'starting', 'slowly', 'somberly', 'full', 'silence', 'tension', 'dogged', 'leads']",http://collider.com/better-call-saul-season-4-review/,"Aug 6, 2018",4,en,"[('new', 'JJ'), ('season', 'NN'), ('reminds', 'VBZ'), ('us', 'PRP'), ('one', 'CD'), ('tv', 'NN'), (""'s"", 'POS'), ('precisely-crafted', 'JJ'), ('dramas', 'NN'), ('starting', 'VBG'), ('slowly', 'RB'), ('somberly', 'RB'), ('full', 'JJ'), ('silence', 'NN'), ('tension', 'NN'), ('dogged', 'VBD'), ('leads', 'NNS')]","[('new', 'a'), ('season', 'n'), ('reminds', 'v'), ('us', 'n'), ('one', 'n'), ('tv', 'n'), (""'s"", 'n'), ('precisely-crafted', 'a'), ('dramas', 'n'), ('starting', 'v'), ('slowly', 'r'), ('somberly', 'r'), ('full', 'a'), ('silence', 'n'), ('tension', 'n'), ('dogged', 'v'), ('leads', 'n')]",new season remind u one tv 's precisely-crafted drama start slowly somberly full silence tension dog lead
168,Taylor Antrim,False,Vogue,fresh,"['odenkirk', 'never', 'better', 'somehow', 'makes', 'compartmentalization', 'gripping']",https://www.vogue.com/article/why-you-need-to-be-watching-better-call-saul-tvs-most-underrated-drama,"Aug 3, 2018",4,en,"[('odenkirk', 'RB'), ('never', 'RB'), ('better', 'JJR'), ('somehow', 'NN'), ('makes', 'VBZ'), ('compartmentalization', 'NN'), ('gripping', 'VBG')]","[('odenkirk', 'r'), ('never', 'r'), ('better', 'a'), ('somehow', 'n'), ('makes', 'v'), ('compartmentalization', 'n'), ('gripping', 'v')]",odenkirk never good somehow make compartmentalization grip
169,Tim Goodman,True,Hollywood Reporter,fresh,"['transmutation', 'jimmy', 'saul', 'likely', 'produce', 'best', 'balance', 'darkness', 'humor', 'series', 'mustered', 'nothing', 'else', 'gleeful', 'appreciation', 'part', 'audience', 'saul', ""'s"", 'shenanigans']",https://www.hollywoodreporter.com/review/better-call-saul-season-4-review-1132008,"Aug 3, 2018",4,en,"[('transmutation', 'NN'), ('jimmy', 'NN'), ('saul', 'NN'), ('likely', 'JJ'), ('produce', 'NN'), ('best', 'JJS'), ('balance', 'NN'), ('darkness', 'NN'), ('humor', 'NN'), ('series', 'NN'), ('mustered', 'VBD'), ('nothing', 'NN'), ('else', 'RB'), ('gleeful', 'JJ'), ('appreciation', 'NN'), ('part', 'NN'), ('audience', 'NN'), ('saul', 'NN'), (""'s"", 'POS'), ('shenanigans', 'NNS')]","[('transmutation', 'n'), ('jimmy', 'n'), ('saul', 'n'), ('likely', 'a'), ('produce', 'n'), ('best', 'a'), ('balance', 'n'), ('darkness', 'n'), ('humor', 'n'), ('series', 'n'), ('mustered', 'v'), ('nothing', 'n'), ('else', 'r'), ('gleeful', 'a'), ('appreciation', 'n'), ('part', 'n'), ('audience', 'n'), ('saul', 'n'), (""'s"", 'n'), ('shenanigans', 'n')]",transmutation jimmy saul likely produce best balance darkness humor series muster nothing else gleeful appreciation part audience saul 's shenanigan
170,Michael Starr,True,New York Post,fresh,"['sunday', ""'s"", 'episode', '``', 'smoke', ""''"", 'well-written', 'hews', 'closely', 'show', ""'s"", 'mythology', 'tropes', 'including', 'emmy-nominated', 'cinematography', '...', 'innovative', 'camera', 'work', 'overdone', 'times']",https://nypost.com/2018/08/02/the-return-of-better-call-saul-was-worth-the-wait/,"Aug 3, 2018",4,en,"[('sunday', 'NN'), (""'s"", 'POS'), ('episode', 'NN'), ('``', '``'), ('smoke', 'NN'), (""''"", ""''""), ('well-written', 'JJ'), ('hews', 'NNS'), ('closely', 'RB'), ('show', 'VBP'), (""'s"", 'POS'), ('mythology', 'NN'), ('tropes', 'NNS'), ('including', 'VBG'), ('emmy-nominated', 'JJ'), ('cinematography', 'NN'), ('...', ':'), ('innovative', 'JJ'), ('camera', 'NN'), ('work', 'NN'), ('overdone', 'CD'), ('times', 'NNS')]","[('sunday', 'n'), (""'s"", 'n'), ('episode', 'n'), ('``', 'n'), ('smoke', 'n'), (""''"", 'n'), ('well-written', 'a'), ('hews', 'n'), ('closely', 'r'), ('show', 'v'), (""'s"", 'n'), ('mythology', 'n'), ('tropes', 'n'), ('including', 'v'), ('emmy-nominated', 'a'), ('cinematography', 'n'), ('...', 'n'), ('innovative', 'a'), ('camera', 'n'), ('work', 'n'), ('overdone', 'n'), ('times', 'n')]",sunday 's episode `` smoke '' well-written hews closely show 's mythology trope include emmy-nominated cinematography ... innovative camera work overdone time
171,Norman Wilner,False,NOW Toronto,fresh,"['unhurried', 'thriller', 'built', 'incremental', 'moral', 'decay', 'like', 'nothing', 'else', 'television']",https://nowtoronto.com/movies/tv-and-streaming/review-better-call-saul-fourth-season/,"Aug 1, 2018",4,en,"[('unhurried', 'JJ'), ('thriller', 'NN'), ('built', 'VBN'), ('incremental', 'JJ'), ('moral', 'JJ'), ('decay', 'NN'), ('like', 'IN'), ('nothing', 'NN'), ('else', 'RB'), ('television', 'NN')]","[('unhurried', 'a'), ('thriller', 'n'), ('built', 'v'), ('incremental', 'a'), ('moral', 'a'), ('decay', 'n'), ('like', 'n'), ('nothing', 'n'), ('else', 'r'), ('television', 'n')]",unhurried thriller build incremental moral decay like nothing else television
172,Erik Adams,True,AV Club,fresh,"['better', 'call', 'saul', ""'s"", 'ability', 'balance', 'attributes', 'coming', 'nowhere', 'surprising', 'thrilling', 'organically', 'happening']",https://tv.avclub.com/better-call-saul-hits-new-heights-by-finding-the-chemis-1827877785,"Aug 1, 2018",4,en,"[('better', 'RBR'), ('call', 'NN'), ('saul', 'NN'), (""'s"", 'POS'), ('ability', 'NN'), ('balance', 'NN'), ('attributes', 'VBZ'), ('coming', 'VBG'), ('nowhere', 'RB'), ('surprising', 'VBG'), ('thrilling', 'VBG'), ('organically', 'RB'), ('happening', 'VBG')]","[('better', 'r'), ('call', 'n'), ('saul', 'n'), (""'s"", 'n'), ('ability', 'n'), ('balance', 'n'), ('attributes', 'v'), ('coming', 'v'), ('nowhere', 'r'), ('surprising', 'v'), ('thrilling', 'v'), ('organically', 'r'), ('happening', 'v')]",well call saul 's ability balance attribute come nowhere surprise thrill organically happen
173,Verne Gay,True,Newsday,fresh,"['precision', 'saul', 'craftsmanship', '--', 'writing', 'direction', 'acting', 'way', 'craft', 'services', 'know', '--', 'makes', 'best', 'series', 'tv', 'really', 'contest']",https://www.newsday.com/entertainment/tv/better-call-saul-review-1.20224789,"Aug 1, 2018",4,en,"[('precision', 'NN'), ('saul', 'NN'), ('craftsmanship', 'NN'), ('--', ':'), ('writing', 'VBG'), ('direction', 'NN'), ('acting', 'VBG'), ('way', 'NN'), ('craft', 'NN'), ('services', 'NNS'), ('know', 'VBP'), ('--', ':'), ('makes', 'VBZ'), ('best', 'JJS'), ('series', 'NN'), ('tv', 'NN'), ('really', 'RB'), ('contest', 'VB')]","[('precision', 'n'), ('saul', 'n'), ('craftsmanship', 'n'), ('--', 'n'), ('writing', 'v'), ('direction', 'n'), ('acting', 'v'), ('way', 'n'), ('craft', 'n'), ('services', 'n'), ('know', 'v'), ('--', 'n'), ('makes', 'v'), ('best', 'a'), ('series', 'n'), ('tv', 'n'), ('really', 'r'), ('contest', 'v')]",precision saul craftsmanship -- write direction act way craft service know -- make best series tv really contest
174,Alec Bojalad,False,Den of Geek,fresh,"['uniquely', 'american', 'television', 'world', 'impossible', 'tell', 'compelling', 'story', '...', 'storytelling', 'infrastructure', 'longer', 'fail', 'ceased', 'capacity', 'anything', 'one', 'tv', ""'s"", 'best', 'shows']",http://www.denofgeek.com/us/tv/better-call-saul/275256/better-call-saul-season-4-review-spoiler-free,"Jul 31, 2018",4,en,"[('uniquely', 'RB'), ('american', 'JJ'), ('television', 'NN'), ('world', 'NN'), ('impossible', 'JJ'), ('tell', 'NN'), ('compelling', 'VBG'), ('story', 'NN'), ('...', ':'), ('storytelling', 'VBG'), ('infrastructure', 'NN'), ('longer', 'JJR'), ('fail', 'VBP'), ('ceased', 'VBN'), ('capacity', 'NN'), ('anything', 'NN'), ('one', 'CD'), ('tv', 'NN'), (""'s"", 'POS'), ('best', 'JJS'), ('shows', 'NNS')]","[('uniquely', 'r'), ('american', 'a'), ('television', 'n'), ('world', 'n'), ('impossible', 'a'), ('tell', 'n'), ('compelling', 'v'), ('story', 'n'), ('...', 'n'), ('storytelling', 'v'), ('infrastructure', 'n'), ('longer', 'a'), ('fail', 'v'), ('ceased', 'v'), ('capacity', 'n'), ('anything', 'n'), ('one', 'n'), ('tv', 'n'), (""'s"", 'n'), ('best', 'a'), ('shows', 'n')]",uniquely american television world impossible tell compel story ... storytelling infrastructure long fail cease capacity anything one tv 's best show
175,Kristen Baldwin,True,Entertainment Weekly,fresh,"['quiet', 'drama', 'saul', 'thrives', 'odenkirk', 'conveys', 'much', 'little', 'furrowed', 'brow', 'aimless', 'stare', 'space', 'made', 'inner', 'life', 'jimmy', 'mcgill', 'rich', 'expressive', 'outer', 'bombast', 'saul', 'goodman']",http://ew.com/tv/2018/07/23/better-call-saul-season-4-review/,"Jul 24, 2018",4,en,"[('quiet', 'JJ'), ('drama', 'NN'), ('saul', 'NN'), ('thrives', 'VBZ'), ('odenkirk', 'JJ'), ('conveys', 'NNS'), ('much', 'RB'), ('little', 'JJ'), ('furrowed', 'JJ'), ('brow', 'NN'), ('aimless', 'NN'), ('stare', 'NN'), ('space', 'NN'), ('made', 'VBD'), ('inner', 'JJ'), ('life', 'NN'), ('jimmy', 'NN'), ('mcgill', 'NN'), ('rich', 'JJ'), ('expressive', 'JJ'), ('outer', 'NN'), ('bombast', 'NN'), ('saul', 'NN'), ('goodman', 'NN')]","[('quiet', 'a'), ('drama', 'n'), ('saul', 'n'), ('thrives', 'v'), ('odenkirk', 'a'), ('conveys', 'n'), ('much', 'r'), ('little', 'a'), ('furrowed', 'a'), ('brow', 'n'), ('aimless', 'n'), ('stare', 'n'), ('space', 'n'), ('made', 'v'), ('inner', 'a'), ('life', 'n'), ('jimmy', 'n'), ('mcgill', 'n'), ('rich', 'a'), ('expressive', 'a'), ('outer', 'n'), ('bombast', 'n'), ('saul', 'n'), ('goodman', 'n')]",quiet drama saul thrive odenkirk conveys much little furrowed brow aimless stare space make inner life jimmy mcgill rich expressive outer bombast saul goodman
176,Darren Franich,True,Entertainment Weekly,fresh,"['left', 'feeling', 'gus', 'fring', 'scenes', 'better', 'call', 'saul', 'dark-drama', 'equivalent', 'horrible', 'darth', 'vader', 'scenes', 'rogue', 'one', 'looming', 'figure', 'evil', 'awesomeness', 'brought', 'retirement', 'emanate', 'coolness', 'fumes']",http://ew.com/tv/2018/07/23/better-call-saul-season-4-review/,"Jul 24, 2018",4,en,"[('left', 'VBD'), ('feeling', 'VBG'), ('gus', 'NN'), ('fring', 'VBG'), ('scenes', 'NNS'), ('better', 'RBR'), ('call', 'NN'), ('saul', 'JJ'), ('dark-drama', 'JJ'), ('equivalent', 'NN'), ('horrible', 'JJ'), ('darth', 'NN'), ('vader', 'NN'), ('scenes', 'NNS'), ('rogue', 'VBP'), ('one', 'CD'), ('looming', 'NN'), ('figure', 'NN'), ('evil', 'VBZ'), ('awesomeness', 'NN'), ('brought', 'VBD'), ('retirement', 'NN'), ('emanate', 'NN'), ('coolness', 'NN'), ('fumes', 'NNS')]","[('left', 'v'), ('feeling', 'v'), ('gus', 'n'), ('fring', 'v'), ('scenes', 'n'), ('better', 'r'), ('call', 'n'), ('saul', 'a'), ('dark-drama', 'a'), ('equivalent', 'n'), ('horrible', 'a'), ('darth', 'n'), ('vader', 'n'), ('scenes', 'n'), ('rogue', 'v'), ('one', 'n'), ('looming', 'n'), ('figure', 'n'), ('evil', 'v'), ('awesomeness', 'n'), ('brought', 'v'), ('retirement', 'n'), ('emanate', 'n'), ('coolness', 'n'), ('fumes', 'n')]",leave feel gu fring scene well call saul dark-drama equivalent horrible darth vader scene rogue one looming figure evil awesomeness bring retirement emanate coolness fume
177,Ben Kuchera,False,Polygon,fresh,"['series', 'people', 'expect', 'us', 'would', 'like', 'become', '...', 'still', 'hoping', 'kim', 'somehow', 'able', 'escape', 'goodman', ""'s"", 'toxic', 'gravity']",https://www.polygon.com/2021/4/5/22367918/what-to-watch-amazon-invincible-monsterverse-movies,"Apr 6, 2021",5,en,"[('series', 'NN'), ('people', 'NNS'), ('expect', 'VBP'), ('us', 'PRP'), ('would', 'MD'), ('like', 'VB'), ('become', 'NN'), ('...', ':'), ('still', 'RB'), ('hoping', 'VBG'), ('kim', 'VB'), ('somehow', 'RB'), ('able', 'JJ'), ('escape', 'NN'), ('goodman', 'NN'), (""'s"", 'POS'), ('toxic', 'JJ'), ('gravity', 'NN')]","[('series', 'n'), ('people', 'n'), ('expect', 'v'), ('us', 'n'), ('would', 'n'), ('like', 'v'), ('become', 'n'), ('...', 'n'), ('still', 'r'), ('hoping', 'v'), ('kim', 'v'), ('somehow', 'r'), ('able', 'a'), ('escape', 'n'), ('goodman', 'n'), (""'s"", 'n'), ('toxic', 'a'), ('gravity', 'n')]",series people expect u would like become ... still hop kim somehow able escape goodman 's toxic gravity
178,David Griffin,False,IGN Movies,fresh,"['peter', 'gould', ""'s"", 'stellar', 'direction', 'leads', 'really', 'cool', 'camera', 'shots', 'heighten', 'action', 'suspense', 'lalo', 'fights', 'life']",https://www.ign.com/articles/better-call-saul-season-5-episode-10-finale-review,"Dec 22, 2020",5,en,"[('peter', 'NN'), ('gould', 'NN'), (""'s"", 'POS'), ('stellar', 'JJ'), ('direction', 'NN'), ('leads', 'VBZ'), ('really', 'RB'), ('cool', 'JJ'), ('camera', 'NN'), ('shots', 'NNS'), ('heighten', 'VBP'), ('action', 'NN'), ('suspense', 'NN'), ('lalo', 'NN'), ('fights', 'NNS'), ('life', 'NN')]","[('peter', 'n'), ('gould', 'n'), (""'s"", 'n'), ('stellar', 'a'), ('direction', 'n'), ('leads', 'v'), ('really', 'r'), ('cool', 'a'), ('camera', 'n'), ('shots', 'n'), ('heighten', 'v'), ('action', 'n'), ('suspense', 'n'), ('lalo', 'n'), ('fights', 'n'), ('life', 'n')]",peter gould 's stellar direction lead really cool camera shot heighten action suspense lalo fight life
